Year,Investigation.Type,Country,Injury.Severity,Make.Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
2008,Accident,United States,Fatal,Bell 47G-4A,Aerial Application,1.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Bell 47G-3B-2,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-401,Aerial Application,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,1.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Bellanca 7Gcbc,Instructional,0.0,0.0,0.0,2.0
2008,Incident,United States,Non-Fatal,Raytheon Cobra,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Evektor-Aerotechnik Sportstar,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Cessna T188C,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 150M,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2008,Incident,United States,Non-Fatal,Saab-Scania Saab 340B,Commercial,0.0,0.0,0.0,9.0
2008,Accident,United States,Non-Fatal,Wsl Mielec,Aerial Application,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2008,Accident,Croatia,Fatal,Piper Pa-44-180,Instructional,2.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Weatherly 201B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Schweizer Sgs 2-33A,Instructional,0.0,0.0,0.0,3.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Beech C23,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Robinson R22 Beta,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air 301,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Evektor Sportstar,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Beech C23,Instructional,0.0,0.0,0.0,2.0
2008,Incident,United States,Non-Fatal,Boeing 757,Commercial,0.0,0.0,0.0,170.0
2008,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Lyons Navajo Hks,Instructional,0.0,0.0,2.0,0.0
2008,Accident,United States,Non-Fatal,Cosmos Phase Ii,Instructional,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Grumman-Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Morane-Saulnier Ms-760/B,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-402,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Fatal,Cessna R172K,Instructional,3.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Air At-802A,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Piper Pa-25-235,Aerial Application,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Air At-401,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-301B,Aerial Application,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Air At-502B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Aircraft Ch601Xli,Instructional,0.0,1.0,1.0,0.0
2008,Accident,United States,Fatal,Beech 58Tc,Business,1.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Bell 47G-3B,Aerial Application,0.0,0.0,0.0,1.0
2008,Incident,United States,Non-Fatal,Raytheon C90A,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,0.0,0.0,36.0
2008,Accident,United States,Non-Fatal,Aerotrike Spirit,Instructional,0.0,0.0,1.0,1.0
2008,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,Finland,Fatal,Piper Pa-28R-200,Instructional,3.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,1.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Boeing 777-300,Commercial,0.0,0.0,0.0,311.0
2008,Accident,United States,Non-Fatal,Costruzioni P2002 Sierra,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-400A,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Fatal,Ayres S2R-T15,Aerial Application,1.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 441,Business,0.0,0.0,0.0,4.0
2008,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Air At-502,Aerial Application,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Schweizer 2-33A,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,2.0,0.0,0.0
2008,Incident,Colombia,Non-Fatal,Boeing 747-209B,Commercial,0.0,0.0,0.0,5.0
2008,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cirrus Sr20,Instructional,0.0,0.0,0.0,1.0
2008,Accident,Spain,Non-Fatal,Cessna 172,Business,0.0,0.0,2.0,0.0
2008,Accident,United States,Non-Fatal,Air At-802A,Aerial Application,0.0,1.0,0.0,0.0
2008,Incident,United States,Non-Fatal,Boeing B744,Commercial,0.0,0.0,0.0,159.0
2008,Accident,United States,Non-Fatal,Beech C23,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Gulfstream-Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Quicksilver Mxl Ii,Instructional,0.0,0.0,1.0,0.0
2008,Accident,United States,Non-Fatal,Bellanca 8Gcbc,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Rockwell S-2R,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Weatherly 620B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,North Snj-5,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Fatal,Airborne Xt-912,Instructional,1.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Beech 1900D,Commercial,0.0,0.0,0.0,6.0
2008,Accident,United States,Non-Fatal,Schweizer Sgs 2-33A,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna T210N,Business,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Robinson R22B,Instructional,0.0,2.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Diamond Da 20-C1,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 177Rg,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Gulfstream-Schweizer Gulfstream,Aerial Application,0.0,0.0,0.0,1.0
2008,Incident,Ireland,Non-Fatal,Boeing 757,Commercial,0.0,0.0,0.0,0.0
2008,Accident,United States,Fatal,Cessna 172L,Instructional,2.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cub Cc18-180,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Eurocopter As-350-Ba,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Diamond Da40F,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Powrachute Pegasus,Instructional,0.0,0.0,1.0,1.0
2008,Incident,United States,Non-Fatal,Boeing 757-223,Commercial,0.0,0.0,0.0,192.0
2008,Accident,United States,Non-Fatal,Flight Ctsw,Instructional,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Schweizer 269C-1,Instructional,0.0,1.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Piper Pa 28-161,Instructional,0.0,0.0,0.0,3.0
2008,Accident,United States,Non-Fatal,Cessna R172K,Instructional,0.0,3.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,1.0,0.0
2008,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,1.0
2008,Incident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,133.0
2008,Accident,United States,Non-Fatal,Luscombe 8A,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 180A,Instructional,0.0,0.0,0.0,2.0
2008,Accident,Mexico,Fatal,Cessna 421,Business,2.0,0.0,0.0,0.0
2008,Accident,United States,Fatal,Iniziative Sky Arrow 600,Instructional,1.0,0.0,1.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 170,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Piper Pa-38-112,Instructional,0.0,1.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Piper Pa-36-285,Aerial Application,0.0,0.0,1.0,0.0
2008,Accident,United States,Non-Fatal,Airbus 320,Commercial,0.0,0.0,0.0,162.0
2008,Accident,United States,Fatal,Moses Quicksilver,Instructional,1.0,0.0,1.0,0.0
2008,Accident,Mexico,Fatal,Cessna 310,Business,5.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Cessna 421C,Business,0.0,0.0,0.0,5.0
2008,Accident,United States,Non-Fatal,Piper Pa-38-112,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Grumman Aa-5B,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Piper Pa-44-180,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Piper Pa-22-135,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Fatal,Robinson R-44,Instructional,1.0,0.0,0.0,0.0
2008,Incident,United States,Non-Fatal,Boeing 737-700,Commercial,0.0,0.0,0.0,51.0
2008,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Wsk M-18A,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Fatal,Cessna 177Rg,Business,1.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,20.0
2008,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,4.0
2008,Accident,United States,Non-Fatal,Davis Cozy,Instructional,0.0,0.0,0.0,2.0
2008,Incident,United States,Non-Fatal,Dehavilland Dhc-8-311,Commercial,0.0,0.0,0.0,38.0
2008,Accident,United States,Fatal,Cessna 152,Instructional,1.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Mooney M20R,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Brantly B-2B,Instructional,0.0,2.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cirrus Sr20,Instructional,0.0,1.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Robinson R22 Beta Ii,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,2.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 172Rg,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Beech E35,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 150F,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Piper Pa-30,Instructional,0.0,1.0,0.0,1.0
2008,Accident,United States,Fatal,Beech 95-B55 (T4,Business,3.0,0.0,0.0,0.0
2008,Accident,Colombia,Fatal,Bell 206,Business,3.0,0.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Hughes 369Hs,Business,0.0,0.0,0.0,1.0
2008,Incident,United States,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,263.0
2008,Accident,United States,Non-Fatal,Cessna 172I,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Mcdonnell Dc-9-50,Commercial,0.0,0.0,0.0,57.0
2008,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 150,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Fatal,Piper Pa-44-180,Instructional,4.0,0.0,0.0,0.0
2008,Incident,United States,Non-Fatal,Mcdonnell Md88,Commercial,0.0,0.0,0.0,153.0
2008,Incident,United States,Non-Fatal,Cessna 402C,Instructional,0.0,0.0,0.0,4.0
2008,Accident,United States,Fatal,Beech C90,Business,1.0,0.0,0.0,0.0
2008,Incident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,3.0
2008,Accident,United States,Non-Fatal,Bell Oh-58C,Aerial Application,0.0,0.0,0.0,1.0
2008,Incident,United States,Non-Fatal,Bombardier Cl-600-2C10,Commercial,0.0,0.0,0.0,32.0
2008,Accident,United States,Non-Fatal,Air At-502,Aerial Application,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Cessna 210,Business,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,3.0,0.0
2008,Accident,United States,Non-Fatal,Piper Pa-34-200,Instructional,0.0,1.0,0.0,2.0
2008,Accident,United States,Fatal,Diamond Da 20-C1,Instructional,1.0,0.0,0.0,0.0
2008,Incident,United States,Non-Fatal,Boeing 737-4Q8,Commercial,0.0,88.0,0.0,0.0
2008,Accident,United States,Non-Fatal,Boeing 737-524,Commercial,0.0,41.0,6.0,68.0
2008,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Czech Sportcruiser,Instructional,0.0,0.0,0.0,1.0
2008,Accident,United States,Non-Fatal,Boeing 747-212B,Commercial,0.0,0.0,0.0,3.0
2008,Accident,United States,Non-Fatal,Socata Tbm 700,Business,0.0,0.0,0.0,4.0
2008,Incident,United Kingdom,Non-Fatal,Agusta Aw-139,Business,0.0,0.0,0.0,0.0
2008,Incident,United States,Non-Fatal,Boeing 737-890,Commercial,0.0,0.0,0.0,141.0
2008,Accident,United States,Non-Fatal,Mcdonnell Dc-9-83,Commercial,0.0,0.0,0.0,129.0
2008,Accident,United States,Non-Fatal,Embraer Erj 170-10,Commercial,0.0,0.0,1.0,76.0
2008,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Boeing 757-351,Commercial,0.0,0.0,0.0,352.0
2008,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Fatal,Piper Pa-28-140,Instructional,1.0,0.0,1.0,0.0
2008,Accident,United States,Non-Fatal,Cessna 180K,Instructional,0.0,0.0,0.0,2.0
2008,Accident,United States,Non-Fatal,Embraer Emb145,Commercial,0.0,0.0,0.0,53.0
2009,Accident,United States,Non-Fatal,Cessna 172Sp,Instructional,0.0,0.0,0.0,1.0
2009,Incident,United States,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,257.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Grumman Aa-5B,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Robinson R44 Ii,Instructional,0.0,0.0,2.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 150M,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Airbus A320,Commercial,0.0,0.0,5.0,150.0
2009,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,1.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Piper Pa-28-180,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Fatal,Cessna 205,Business,2.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Piper Pa-28-180,Instructional,0.0,0.0,0.0,3.0
2009,Accident,United States,Non-Fatal,Aerospatiale Atr 42-320,Commercial,0.0,1.0,1.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Grumman Aa-5,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Douglas Dc-3/65Ar,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Cessna 170B,Instructional,0.0,0.0,0.0,3.0
2009,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Remos G-3/600,Instructional,0.0,0.0,0.0,2.0
2009,Accident,Eswatini,Fatal,Dassault Falcon,Business,2.0,0.0,1.0,0.0
2009,Accident,United States,Fatal,Bombardier Dhc-8-402,Commercial,49.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Fatal,Cirrus Sr20,Instructional,2.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,1.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Ercoupe 415-E,Instructional,0.0,0.0,0.0,1.0
2009,Accident,Panama,Fatal,Robinson R44,Business,3.0,0.0,0.0,0.0
2009,Accident,Japan,Non-Fatal,Boeing 747,Commercial,0.0,34.0,4.0,384.0
2009,Accident,United States,Non-Fatal,Dehavilland Dhc-2 / U-6A,Instructional,0.0,0.0,0.0,3.0
2009,Accident,United States,Non-Fatal,Beech B35,Instructional,0.0,0.0,0.0,2.0
2009,Incident,United States,Non-Fatal,Embraer Emb-120Er,Commercial,0.0,0.0,0.0,4.0
2009,Incident,United States,Non-Fatal,Cessna 172H,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Fatal,Hughes 369F,Instructional,1.0,1.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Bell 407,Instructional,0.0,0.0,0.0,4.0
2009,Accident,United States,Non-Fatal,Bombardier Crj,Commercial,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Diamond Da 20-C1,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Cirrus Sr22,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Roach Glasair Su,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Beech 58,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Evektor-Aerotechnik Sportstar Plus,Instructional,0.0,0.0,1.0,1.0
2009,Accident,United States,Non-Fatal,Cessna 310K,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Enstrom 280Fx,Instructional,0.0,0.0,0.0,2.0
2009,Accident,Spain,Fatal,Beech Be-200,Instructional,7.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Robinson R22,Business,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,0.0,1.0,0.0
2009,Accident,United States,Non-Fatal,Remos Remos Gx,Instructional,0.0,2.0,0.0,0.0
2009,Accident,Japan,Fatal,Mcdonnell Md11,Commercial,2.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Mcdonnell Md88,Commercial,0.0,0.0,1.0,136.0
2009,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2009,Accident,Ireland,Fatal,Schweizer 269C,Instructional,2.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2009,Incident,United States,Non-Fatal,Liberty Liberty Xl-2,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Sikorsky Ch-54B,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,1.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Diamond Da20,Instructional,0.0,0.0,2.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,2.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Better Exec 162F,Instructional,0.0,1.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Cessna A185F,Instructional,0.0,0.0,0.0,2.0
2009,Incident,Chile,Non-Fatal,Mcdonnell Md11,Commercial,0.0,0.0,0.0,5.0
2009,Accident,United States,Non-Fatal,Boeing 737-724,Commercial,0.0,3.0,1.0,105.0
2009,Accident,United States,Non-Fatal,Enstrom 280Fx,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Boeing 767,Commercial,0.0,0.0,0.0,220.0
2009,Accident,United States,Non-Fatal,De Dhc-8,Commercial,0.0,0.0,0.0,17.0
2009,Accident,United States,Non-Fatal,Flight Ctsw,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Beech V35B,Instructional,0.0,1.0,1.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 210,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Fatal,Cessna A188B,Aerial Application,1.0,0.0,0.0,0.0
2009,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2009,Accident,United States,Non-Fatal,Siai-Marchetti Sm 1019,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Non-Fatal,Let L-23 Super Blanik,Instructional,0.0,0.0,0.0,2.0
2009,Accident,United States,Fatal,Cirrus Sr22,Business,2.0,0.0,0.0,0.0
